LINK;TITULO;FECHA;MEDIO;MODALIDAD DE ROBO;TIPO DE ARMA;EDAD VICTIMA;EDAD DELINCUENTE;GENERO VICTIMA;GENERO DELINCUENTE;DISTRITO;MUERTOS;HERIDOS;OCUPACIÓN
http://larepublica.pe/sociedad/867361-san-martin-de-porres-balacera-en-av-caqueta-deja-al-menos-un-herido-video;San Martín de Porres: balacera en av. Caquetá deja a un delincuente herido [VIDEO];20/04/2017;La República;Hurto;Pistola;;;;Hombre (3);San Martín de Porres;0;1;
http://rpp.pe/lima/policiales-crimenes/video-una-balacera-en-av-caqueta-en-smp-deja-un-delincuente-herido-noticia-1045316;Una balacera en Av. Caquetá en SMP deja un delincuente herido;20/04/2017;RPP;Asalto;Pistola;;;Varios (No especifica);Hombre (3);San Martín de Porres;0;0;
http://www.elpopular.pe/actualidad-y-policiales/2017-04-26-puente-piedra-matan-sujeto-balazos-delante-de-su-amigo;Puente Piedra: matan agente de aduanas delante de su amigo;26/04/2017;El Popular;Sicariato;Pistola;;;Hombre;Varios (no especifíca);Puente Piedra;1;0;Agente de aduanas
http://larepublica.pe/impresa/sociedad/867629-asalto-frustrado-deja-dos-delincuentes-heridos-en-smp;Asalto frustrado deja dos delincuentes heridos en SMP;21/04/2017;La República;Hurto;;;22-34 (2);Hombre(2);;San Martín de Porres;0;2;
http://www.elpopular.pe/actualidad-y-policiales/2017-04-27-villa-maria-del-triunfo-cae-marca-tras-robar-s12-mil-empresario;"Villa María del Triunfo: cae ""marca"" tras robas S/12 mil a empresario";24/04/2017;El Popular;Marcaje;Pistola;;35-55;Hombre;Hombre;Villa María del Triunfo;0;1;Empresario
http://larepublica.pe/sociedad/868716-la-victoria-mujer-recibe-3-balazos-tras-disputa-de-terreno;La Victoria: mujer recibe 3 balazos tras disputa de terreno [VIDEO];24/04/2017;La República;Sicariato;Pistola;35-55;;Mujer;;La Victoria;0;1;Comerciante
http://www.elpopular.pe/actualidad-y-policiales/2017-04-24-delincuentes-cogotean-nina-damnificada-para-robarle-utiles;Delincuentes cogotean a niña damnificada para robarle útiles;24/04/2017;El Popular;Asalto;;0-14;;Mujer;Hombre (2);Huachipa;0;1;Escolar
http://www.elpopular.pe/actualidad-y-policiales/2017-04-25-captan-recicladores-robando-materiales-de-obra-linea-amarilla;Captan a recicladores robando materiales de obra Línea Amarilla;25/04/2017;El Popular;Hurto;;;;;Hombre;Cercado de Lima;0;0;
http://www.elpopular.pe/actualidad-y-policiales/2017-04-25-puente-piedra-se-meten-casa-de-empresario-y-roban-caja-fuerte-con-190-mil-soles-video;Puente Piedra: se meten a casa y roban caja fuerte con 190 mil soles;25/04/2017;El Popular;Hurto;Pistola;35-55;;Hombre;Varios;Puente Piedra;0;3;Empresario
http://www.latina.pe/noticias/90/taxista-fue-asesinado-de-12-balazos-en-san-juan-de-lurigancho-50258/;Taxista fue asesinado de 12 balazos en San Juan de Lurigancho;1/04/2017;Latina;Sicariato;Pistola;22-34;;Hombre;Hombre (3);San Juan de Lurigancho;1;0;Taxista
http://peru21.pe/actualidad/san-juan-lurigancho-sicario-mato-joven-2276225;San Juan de Lurigancho: Sicario mató a joven;1/04/2017;Perú21;Sicariato;Pistola;22-34;;Hombre;Varios (No especifica);San Juan de Lurigancho;1;0;
http://trome.pe/actualidad/policiales/inseguridad-ciudadana-sicarios-asesinato-gerente-san-juan-lurigancho-video-46886;Inseguridad ciudadana: Sicarios asesinan gerente a balazos delante de sus familiares en SJL [VIDEO];16/04/2017;Trome;Sicariato;Pistola;35-55;22-34;Hombre;Hombre (2);San Juan de Lurigancho;1;0;Empresario
https://panamericana.pe/24horas/locales/225652-detienen-sujetos-robaban-material-construccion-linea-amarilla;Detienen a sujetos que robaban por el Puente Huánuco;26/04/2017;Panamericana TV;Hurto;Machete;;;;;Rímac;0;0;
http://larepublica.pe/sociedad/869435-sicario-mata-de-7-disparos-policia-en-san-juan-de-lurigancho-video;Sicario mata de 7 disparos a policía en San Juan de Lurigancho [VIDEO];27/04/2017;La República;Sicariato;Pistola;35-55;;Hombre;;San Juan de Lurigancho;1;1;Policía
http://www.latina.pe/noticias/90/en-segundos-roban-vehiculo-recien-comprado-51507/;En segundos roban vehículo recién comprado;26/04/2017;Latina;Asalto;Pistola;22-34;56-100;Hombre;Hombre;Miraflores;0;0;
http://www.latina.pe/noticias/90/cercado-de-lima-asaltan-casino-y-roban-mas-de-15-mil-soles-51560/;Cercado de Lima: asaltan casino y roban más de 15 mil soles;26/04/2017;Latina;Asalto;Pistola;;;Varios;Hombre (3);Cercado de Lima;0;0;
http://www.elpopular.pe/actualidad-y-policiales/2017-04-27-san-martin-de-porres-detienen-dos-sujetos-acusado-de-ser-raqueteros;"San Martín de Porres: detienen a dos sujetos acusados de ser ""raqueteros""";27/04/2017;El Popular;Raqueteo;Sin arma;;22-34;;Hombre;San Martín de Porres;0;0;
http://diariocorreo.pe/ciudad/cercado-de-lima-impactante-asi-fue-el-violento-asalto-en-tragamonedas-video-746173/;Cercado de Lima: ¡Impactante! así fue el violento asalto en tragamonedas;27/04/2017;Correo;Asalto;Pistola;;;Varios;Hombre;Cercado de Lima;0;0;
http://larepublica.pe/sociedad/869452-youtube-video-muestra-impresionante-captura-de-raqueteros-en-el-agustino-video;Graban en YouTube captura de delincuentes tras violento asalto [VIDEO];27/04/2017;La República;Raqueteo;;;;;Hombre (3);El Agustino;0;0;
http://larepublica.pe/sociedad/870291-san-martin-de-porres-sicarios-acribillan-sujeto-en-plena-publica;San Martín de Porres: Sicarios acribillan a sujeto en plena vía pública;28/04/2017;La República;Sicariato;Pistola;;;Hombre;;San Martín de Porres;1;0;
http://ojo.pe/policial/marca-robo-12-mil-soles-y-vehiculo-a-comerciante-escapo-y-no-creeras-como-termino-todo-240922/;?Marca robó 12 mil soles y vehículo a comerciante, escapó y no creerás cómo terminó todo;27/04/2017;Ojo;Marcaje;Pistola;;22-34;Hombre;Hombre;Lurín;0;1;Comerciante
http://larepublica.pe/sociedad/869893-san-isidro-marcas-roban-70-mil-soles-empresario;San Isidro: Marcas roban 70 mil soles a empresario;27/04/2017;La República;Marcaje;Pistola;35-55;;Hombre;Varios (No especifica);San Isidro;0;1;Empresario
http://www.americatv.com.pe/noticias/actualidad/asalto-san-isidro-marcas-roban-70-mil-soles-empresario-n274306;"Asalto en Surquillo: ""marcas"" roban 70 mil soles a empresario";27/04/2017;América TV;Asalto;Pistola;35-55;;Hombre;Hombre (2);Surquillo;0;1;Empresario
http://larepublica.pe/sociedad/869452-youtube-video-muestra-impresionante-captura-de-raqueteros-en-el-agustino-video;Graban en Youtube captura de delincuentes tras violento asalto;27/04/2017;El Popular;Raqueteo;Pistola;;;Mujer (2);Hombre (3);El Agustino;0;0;
http://larepublica.pe/sociedad/864032-surco-delincuentes-asaltan-pareja-y-desatan-tiroteo-dejando-heridos;Surco: Asalto a pareja deja un herido y un delincuente muerto [VIDEO];10/04/2017;La República;Asalto;Pistola;;22-34;Hombre;Hombre (2);Surco;1;1;
http://larepublica.pe/sociedad/870304-chorrillos-marcas-asaltan-cambista-y-se-llevan-us-7500;"Chorrillos: ‘Marcas’ asaltan a cambista y se llevan US$ 7,500 
";28/04/2017;La República;Marcaje;Pistola;;;Hombre;;Chorrillos;0;0;Cambista
http://peru21.pe/actualidad/marcas-asaltan-cambista-chorrillos-2279595;Marcas' asaltan a cambista en Chorrillos;28/04/2017;Perú21;Marcaje;Pistola;;;Hombre;Varios (No especifica);Chorrillos;0;1;Cambista
http://www.latina.pe/noticias/90/asaltan-a-cambista-con-arma-de-fuego-51652/;Asaltan a cambista con arma de fuego;29/04/2017;Latina;Asalto;Pistola;56-100;;Hombre;Hombre (2);Chorrillos;0;0;Cambista
http://www.elpopular.pe/actualidad-y-policiales/2017-04-29-pnp-travestis-y-mujeres-acusados-de-asaltar-golpes-sujeto-ebrio;PNP: travestis y mujeres acusados de asaltar a golpes a sujeto ebrio.;29/04/2017;El Popular;Asalto;;;35-55;Hombre;Hombre;Cercado de Lima;0;1;
http://www.elpopular.pe/actualidad-y-policiales/2017-04-29-mafia-colombiana-asesina-de-tres-balazos-testigo-de-crimen;Mafia Colombiana asesina de tres balazos a testigo de crimen;29/04/2017;El Popular;Sicariato;Pistola;35-55;;Hombre;Varios (No especifica);Puente Piedra;0;1;Abogado
http://www.americatv.com.pe/noticias/actualidad/smp-empresario-y-delincuentes-protagonizan-feroz-balacera-n274593;SMP: empresario y delincuentes protagonizan feroz balacera;30/04/2017;América TV;Asalto;Pistola;;;Hombre;Varios (2);San Martín de Porres;0;0;Empresario
http://www.elpopular.pe/actualidad-y-policiales/2017-04-30-seguridad-ciudadana-capturan-sujeto-rondando-entidad-bancaria;Seguridad Ciudadana: capturan a sujeto rondando entidad bancaria;30/04/2017;El Popular;Marcaje;Pistola;;22-34;;Hombre;Cieneguilla;0;0;
